in s,C1 in V
-7.44040E-06,1.21338E+01
-7.44000E-06,1.20850E+01
-7.43960E-06,1.20850E+01
-7.43920E-06,1.21826E+01
-7.43880E-06,1.21338E+01
-7.43840E-06,1.19873E+01
-7.43800E-06,1.19873E+01
-7.43760E-06,1.19873E+01
-7.43720E-06,1.21338E+01
-7.43680E-06,1.21826E+01
-7.43640E-06,1.20361E+01
-7.43600E-06,1.19873E+01
-7.43560E-06,1.21338E+01
-7.43520E-06,1.21338E+01
-7.43480E-06,1.20850E+01
-7.43440E-06,1.20850E+01
-7.43400E-06,1.21338E+01
-7.43360E-06,1.21826E+01
-7.43320E-06,1.19873E+01
-7.43280E-06,1.21338E+01
-7.43240E-06,1.20361E+01
-7.43200E-06,1.20361E+01
-7.43160E-06,1.21338E+01
-7.43120E-06,1.20850E+01
-7.43080E-06,1.20361E+01
-7.43040E-06,1.21826E+01
-7.43000E-06,1.20361E+01
-7.42960E-06,1.20850E+01
-7.42920E-06,1.21826E+01
-7.42880E-06,1.19873E+01
-7.42840E-06,1.20361E+01
-7.42800E-06,1.20850E+01
-7.42760E-06,1.21338E+01
-7.42720E-06,1.21338E+01
-7.42680E-06,1.21338E+01
-7.42640E-06,1.21338E+01
-7.42600E-06,1.20850E+01
-7.42560E-06,1.21338E+01
-7.42520E-06,1.21338E+01
-7.42480E-06,1.20361E+01
-7.42440E-06,1.20850E+01
-7.42400E-06,1.20850E+01
-7.42360E-06,1.20361E+01
-7.42320E-06,1.19873E+01
-7.42280E-06,1.20850E+01
-7.42240E-06,1.20361E+01
-7.42200E-06,1.21338E+01
-7.42160E-06,1.20361E+01
-7.42120E-06,1.20850E+01
-7.42080E-06,1.21338E+01
-7.42040E-06,1.20361E+01
-7.42000E-06,1.21338E+01
-7.41960E-06,1.21826E+01
-7.41920E-06,1.20850E+01
-7.41880E-06,1.18896E+01
-7.41840E-06,1.21826E+01
-7.41800E-06,1.20850E+01
-7.41760E-06,1.20850E+01
-7.41720E-06,1.20361E+01
-7.41680E-06,1.21826E+01
-7.41640E-06,1.21338E+01
-7.41600E-06,1.20850E+01
-7.41560E-06,1.21826E+01
-7.41520E-06,1.21338E+01
-7.41480E-06,1.20361E+01
-7.41440E-06,1.20850E+01
-7.41400E-06,1.20361E+01
-7.41360E-06,1.21826E+01
-7.41320E-06,1.21826E+01
-7.41280E-06,1.21338E+01
-7.41240E-06,1.20361E+01
-7.41200E-06,1.20850E+01
-7.41160E-06,1.20361E+01
-7.41120E-06,1.21338E+01
-7.41080E-06,1.19873E+01
-7.41040E-06,1.19385E+01
-7.41000E-06,1.19385E+01
-7.40960E-06,1.18896E+01
-7.40920E-06,1.20361E+01
-7.40880E-06,1.18896E+01
-7.40840E-06,1.21338E+01
-7.40800E-06,1.19873E+01
-7.40760E-06,1.20361E+01
-7.40720E-06,1.19873E+01
-7.40680E-06,1.20850E+01
-7.40640E-06,1.19873E+01
-7.40600E-06,1.20850E+01
-7.40560E-06,1.19873E+01
-7.40520E-06,1.20361E+01
-7.40480E-06,1.20361E+01
-7.40440E-06,1.19873E+01
-7.40400E-06,1.20361E+01
-7.40360E-06,1.20361E+01
-7.40320E-06,1.20850E+01
-7.40280E-06,1.20850E+01
-7.40240E-06,1.20361E+01
-7.40200E-06,1.20850E+01
-7.40160E-06,1.21826E+01
-7.40120E-06,1.21826E+01
-7.40080E-06,1.20361E+01
-7.40040E-06,1.20361E+01
-7.40000E-06,1.20361E+01
-7.39960E-06,1.20361E+01
-7.39920E-06,1.20361E+01
-7.39880E-06,1.19873E+01
-7.39840E-06,1.19873E+01
-7.39800E-06,1.18896E+01
-7.39760E-06,1.19873E+01
-7.39720E-06,1.19385E+01
-7.39680E-06,1.19385E+01
-7.39640E-06,1.18408E+01
-7.39600E-06,1.19873E+01
-7.39560E-06,1.19873E+01
-7.39520E-06,1.19873E+01
-7.39480E-06,1.21338E+01
-7.39440E-06,1.21826E+01
-7.39400E-06,1.21338E+01
-7.39360E-06,1.18896E+01
-7.39320E-06,1.20361E+01
-7.39280E-06,1.20361E+01
-7.39240E-06,1.20850E+01
-7.39200E-06,1.20850E+01
-7.39160E-06,1.19873E+01
-7.39120E-06,1.19873E+01
-7.39080E-06,1.19873E+01
-7.39040E-06,1.18896E+01
-7.39000E-06,1.18896E+01
-7.38960E-06,1.20850E+01
-7.38920E-06,1.21338E+01
-7.38880E-06,1.21338E+01
-7.38840E-06,1.20850E+01
-7.38800E-06,1.19385E+01
-7.38760E-06,1.19385E+01
-7.38720E-06,1.20850E+01
-7.38680E-06,1.21338E+01
-7.38640E-06,1.21826E+01
-7.38600E-06,1.21338E+01
-7.38560E-06,1.21338E+01
-7.38520E-06,1.20850E+01
-7.38480E-06,1.21338E+01
-7.38440E-06,1.21826E+01
-7.38400E-06,1.21338E+01
-7.38360E-06,1.20361E+01
-7.38320E-06,1.20361E+01
-7.38280E-06,1.22314E+01
-7.38240E-06,1.21338E+01
-7.38200E-06,1.21338E+01
-7.38160E-06,1.21826E+01
-7.38120E-06,1.20850E+01
-7.38080E-06,1.20850E+01
-7.38040E-06,1.22314E+01
-7.38000E-06,1.21338E+01
-7.37960E-06,1.20850E+01
-7.37920E-06,1.21338E+01
-7.37880E-06,1.19873E+01
-7.37840E-06,1.21338E+01
-7.37800E-06,1.20361E+01
-7.37760E-06,1.21338E+01
-7.37720E-06,1.20361E+01
-7.37680E-06,1.18896E+01
-7.37640E-06,1.21338E+01
-7.37600E-06,1.23291E+01
-7.37560E-06,1.21338E+01
-7.37520E-06,1.21338E+01
-7.37480E-06,1.23291E+01
-7.37440E-06,1.20361E+01
-7.37400E-06,1.21826E+01
-7.37360E-06,1.20850E+01
-7.37320E-06,1.19873E+01
-7.37280E-06,1.19873E+01
-7.37240E-06,1.18896E+01
-7.37200E-06,1.20361E+01
-7.37160E-06,1.20850E+01
-7.37120E-06,1.22314E+01
-7.37080E-06,1.19873E+01
-7.37040E-06,1.22314E+01
-7.37000E-06,1.21826E+01
-7.36960E-06,1.20361E+01
-7.36920E-06,1.21338E+01
-7.36880E-06,1.21338E+01
-7.36840E-06,1.20850E+01
-7.36800E-06,1.20361E+01
-7.36760E-06,1.21826E+01
-7.36720E-06,1.20850E+01
-7.36680E-06,1.21338E+01
-7.36640E-06,1.21826E+01
-7.36600E-06,1.19873E+01
-7.36560E-06,1.21826E+01
-7.36520E-06,1.19873E+01
-7.36480E-06,1.20361E+01
-7.36440E-06,1.20361E+01
-7.36400E-06,1.19385E+01
-7.36360E-06,1.20361E+01
-7.36320E-06,1.19385E+01
-7.36280E-06,1.21338E+01
-7.36240E-06,1.20850E+01
-7.36200E-06,1.20850E+01
-7.36160E-06,1.19873E+01
-7.36120E-06,1.20361E+01
-7.36080E-06,1.21826E+01
-7.36040E-06,1.21338E+01
-7.36000E-06,1.21338E+01
-7.35960E-06,1.21826E+01
-7.35920E-06,1.21826E+01
-7.35880E-06,1.20361E+01
-7.35840E-06,1.20850E+01
-7.35800E-06,1.18896E+01
-7.35760E-06,1.20361E+01
-7.35720E-06,1.20361E+01
-7.35680E-06,1.21338E+01
-7.35640E-06,1.20361E+01
-7.35600E-06,1.21338E+01
-7.35560E-06,1.20361E+01
-7.35520E-06,1.19873E+01
-7.35480E-06,1.20361E+01
-7.35440E-06,1.21826E+01
-7.35400E-06,1.20361E+01
-7.35360E-06,1.20850E+01
-7.35320E-06,1.19873E+01
-7.35280E-06,1.20850E+01
-7.35240E-06,1.20361E+01
-7.35200E-06,1.20361E+01
-7.35160E-06,1.19873E+01
-7.35120E-06,1.20850E+01
-7.35080E-06,1.20361E+01
-7.35040E-06,1.20361E+01
-7.35000E-06,1.20361E+01
-7.34960E-06,1.19873E+01
-7.34920E-06,1.20850E+01
-7.34880E-06,1.20850E+01
-7.34840E-06,1.20361E+01
-7.34800E-06,1.20361E+01
-7.34760E-06,1.19385E+01
-7.34720E-06,1.21338E+01
-7.34680E-06,1.19873E+01
-7.34640E-06,1.19873E+01
-7.34600E-06,1.19873E+01
-7.34560E-06,1.19873E+01
-7.34520E-06,1.19385E+01
-7.34480E-06,1.20850E+01
-7.34440E-06,1.18896E+01
-7.34400E-06,1.18896E+01
-7.34360E-06,1.20361E+01
-7.34320E-06,1.19873E+01
-7.34280E-06,1.18896E+01
-7.34240E-06,1.18408E+01
-7.34200E-06,1.18896E+01
-7.34160E-06,1.20361E+01
-7.34120E-06,1.21826E+01
-7.34080E-06,1.20361E+01
-7.34040E-06,1.19873E+01
-7.34000E-06,1.19873E+01
-7.33960E-06,1.20361E+01
-7.33920E-06,1.20850E+01
-7.33880E-06,1.19873E+01
-7.33840E-06,1.19873E+01
-7.33800E-06,1.19873E+01
-7.33760E-06,1.20361E+01
-7.33720E-06,1.20361E+01
-7.33680E-06,1.19873E+01
-7.33640E-06,1.20850E+01
-7.33600E-06,1.19873E+01
-7.33560E-06,1.20361E+01
-7.33520E-06,1.20361E+01
-7.33480E-06,1.20361E+01
-7.33440E-06,1.20850E+01
-7.33400E-06,1.19873E+01
-7.33360E-06,1.19385E+01
-7.33320E-06,1.19873E+01
-7.33280E-06,1.21338E+01
-7.33240E-06,1.20850E+01
-7.33200E-06,1.21338E+01
-7.33160E-06,1.21338E+01
-7.33120E-06,1.20361E+01
-7.33080E-06,1.21826E+01
-7.33040E-06,1.20361E+01
-7.33000E-06,1.22314E+01
-7.32960E-06,1.21826E+01
-7.32920E-06,1.21826E+01
-7.32880E-06,1.21338E+01
-7.32840E-06,1.21338E+01
-7.32800E-06,1.21826E+01
-7.32760E-06,1.20361E+01
-7.32720E-06,1.21826E+01
-7.32680E-06,1.21826E+01
-7.32640E-06,1.20850E+01
-7.32600E-06,1.19873E+01
-7.32560E-06,1.21338E+01
-7.32520E-06,1.21826E+01
-7.32480E-06,1.22314E+01
-7.32440E-06,1.21826E+01
-7.32400E-06,1.20361E+01
-7.32360E-06,1.21826E+01
-7.32320E-06,1.21826E+01
-7.32280E-06,1.21338E+01
-7.32240E-06,1.21338E+01
-7.32200E-06,1.20361E+01
-7.32160E-06,1.21338E+01
-7.32120E-06,1.20361E+01
-7.32080E-06,1.19873E+01
-7.32040E-06,1.21338E+01
-7.32000E-06,1.20850E+01
-7.31960E-06,1.21338E+01
-7.31920E-06,1.19873E+01
-7.31880E-06,1.21338E+01
-7.31840E-06,1.20361E+01
-7.31800E-06,1.21338E+01
-7.31760E-06,1.20361E+01
-7.31720E-06,1.21338E+01
-7.31680E-06,1.20850E+01
-7.31640E-06,1.21338E+01
-7.31600E-06,1.21338E+01
-7.31560E-06,1.21826E+01
-7.31520E-06,1.22314E+01
-7.31480E-06,1.19873E+01
-7.31440E-06,1.19873E+01
-7.31400E-06,1.20850E+01
-7.31360E-06,1.21826E+01
-7.31320E-06,1.21338E+01
-7.31280E-06,1.20361E+01
-7.31240E-06,1.19873E+01
-7.31200E-06,1.18408E+01
-7.31160E-06,1.21826E+01
-7.31120E-06,1.20361E+01
-7.31080E-06,1.20850E+01
-7.31040E-06,1.20361E+01
-7.31000E-06,1.20361E+01
-7.30960E-06,1.19873E+01
-7.30920E-06,1.20850E+01
-7.30880E-06,1.20361E+01
-7.30840E-06,1.20361E+01
-7.30800E-06,1.20361E+01
-7.30760E-06,1.20850E+01
-7.30720E-06,1.20850E+01
-7.30680E-06,1.18896E+01
-7.30640E-06,1.20850E+01
-7.30600E-06,1.19873E+01
-7.30560E-06,1.20850E+01
-7.30520E-06,1.20361E+01
-7.30480E-06,1.19873E+01
-7.30440E-06,1.20850E+01
-7.30400E-06,1.19385E+01
-7.30360E-06,1.19873E+01
-7.30320E-06,1.20361E+01
-7.30280E-06,1.19873E+01
-7.30240E-06,1.20361E+01
-7.30200E-06,1.20850E+01
-7.30160E-06,1.21826E+01
-7.30120E-06,1.20850E+01
-7.30080E-06,1.20361E+01
-7.30040E-06,1.19873E+01
-7.30000E-06,1.19385E+01
-7.29960E-06,1.21338E+01
-7.29920E-06,1.18896E+01
-7.29880E-06,1.19385E+01
-7.29840E-06,1.18896E+01
-7.29800E-06,1.20361E+01
-7.29760E-06,1.18408E+01
-7.29720E-06,1.18408E+01
-7.29680E-06,1.18408E+01
-7.29640E-06,1.19385E+01
-7.29600E-06,1.19873E+01
-7.29560E-06,1.19873E+01
-7.29520E-06,1.19873E+01
-7.29480E-06,1.19873E+01
-7.29440E-06,1.19385E+01
-7.29400E-06,1.18408E+01
-7.29360E-06,1.19385E+01
-7.29320E-06,1.19873E+01
-7.29280E-06,1.19873E+01
-7.29240E-06,1.20850E+01
-7.29200E-06,1.20850E+01
-7.29160E-06,1.19385E+01
-7.29120E-06,1.19385E+01
-7.29080E-06,1.18896E+01
-7.29040E-06,1.20361E+01
-7.29000E-06,1.19873E+01
-7.28960E-06,1.20850E+01
-7.28920E-06,1.19873E+01
-7.28880E-06,1.19873E+01
-7.28840E-06,1.19385E+01
-7.28800E-06,1.21338E+01
-7.28760E-06,1.20361E+01
-7.28720E-06,1.19873E+01
-7.28680E-06,1.20850E+01
-7.28640E-06,1.20361E+01
-7.28600E-06,1.19873E+01
-7.28560E-06,1.18408E+01
-7.28520E-06,1.20361E+01
-7.28480E-06,1.19385E+01
-7.28440E-06,1.21338E+01
-7.28400E-06,1.20361E+01
-7.28360E-06,1.20850E+01
-7.28320E-06,1.20850E+01
-7.28280E-06,1.20850E+01
-7.28240E-06,1.21826E+01
-7.28200E-06,1.21338E+01
-7.28160E-06,1.20361E+01
-7.28120E-06,1.20361E+01
-7.28080E-06,1.19385E+01
-7.28040E-06,1.20361E+01
-7.28000E-06,1.20361E+01
-7.27960E-06,1.19873E+01
-7.27920E-06,1.20361E+01
-7.27880E-06,1.20850E+01
-7.27840E-06,1.21338E+01
-7.27800E-06,1.18896E+01
-7.27760E-06,1.20361E+01
-7.27720E-06,1.19873E+01
-7.27680E-06,1.20850E+01
-7.27640E-06,1.19873E+01
-7.27600E-06,1.21826E+01
-7.27560E-06,1.20361E+01
-7.27520E-06,1.21826E+01
-7.27480E-06,1.19385E+01
-7.27440E-06,1.20361E+01
-7.27400E-06,1.21338E+01
-7.27360E-06,1.20361E+01
-7.27320E-06,1.22314E+01
-7.27280E-06,1.20361E+01
-7.27240E-06,1.21338E+01
-7.27200E-06,1.21338E+01
-7.27160E-06,1.21338E+01
-7.27120E-06,1.21338E+01
-7.27080E-06,1.19873E+01
-7.27040E-06,1.19873E+01
-7.27000E-06,1.20361E+01
-7.26960E-06,1.21826E+01
-7.26920E-06,1.20850E+01
-7.26880E-06,1.21338E+01
-7.26840E-06,1.20850E+01
-7.26800E-06,1.21826E+01
-7.26760E-06,1.20361E+01
-7.26720E-06,1.22803E+01
-7.26680E-06,1.21338E+01
-7.26640E-06,1.20850E+01
-7.26600E-06,1.20361E+01
-7.26560E-06,1.19873E+01
-7.26520E-06,1.19873E+01
-7.26480E-06,1.21826E+01
-7.26440E-06,1.21826E+01
-7.26400E-06,1.22314E+01
-7.26360E-06,1.22314E+01
-7.26320E-06,1.19385E+01
-7.26280E-06,1.19385E+01
-7.26240E-06,1.20850E+01
-7.26200E-06,1.21826E+01
-7.26160E-06,1.20361E+01
-7.26120E-06,1.21338E+01
-7.26080E-06,1.20850E+01
-7.26040E-06,1.20850E+01
-7.26000E-06,1.19873E+01
-7.25960E-06,1.20361E+01
-7.25920E-06,1.19385E+01
-7.25880E-06,1.20361E+01
-7.25840E-06,1.20361E+01
-7.25800E-06,1.21338E+01
-7.25760E-06,1.21826E+01
-7.25720E-06,1.19873E+01
-7.25680E-06,1.19873E+01
-7.25640E-06,1.20361E+01
-7.25600E-06,1.21338E+01
-7.25560E-06,1.20850E+01
-7.25520E-06,1.20850E+01
-7.25480E-06,1.20361E+01
-7.25440E-06,1.21338E+01
-7.25400E-06,1.20361E+01
-7.25360E-06,1.20361E+01
-7.25320E-06,1.18896E+01
-7.25280E-06,1.18896E+01
-7.25240E-06,1.19385E+01
-7.25200E-06,1.21338E+01
-7.25160E-06,1.19873E+01
-7.25120E-06,1.20361E+01
-7.25080E-06,1.19873E+01
-7.25040E-06,1.19873E+01
-7.25000E-06,1.19873E+01
-7.24960E-06,1.19873E+01
-7.24920E-06,1.19873E+01
-7.24880E-06,1.19873E+01
-7.24840E-06,1.18896E+01
-7.24800E-06,1.18896E+01
-7.24760E-06,1.18896E+01
-7.24720E-06,1.20361E+01
-7.24680E-06,1.22314E+01
-7.24640E-06,1.20361E+01
-7.24600E-06,1.20361E+01
-7.24560E-06,1.18408E+01
-7.24520E-06,1.18408E+01
-7.24480E-06,1.19385E+01
-7.24440E-06,1.18896E+01
-7.24400E-06,1.20850E+01
-7.24360E-06,1.20361E+01
-7.24320E-06,1.20361E+01
-7.24280E-06,1.18408E+01
-7.24240E-06,1.20361E+01
-7.24200E-06,1.19873E+01
-7.24160E-06,1.19873E+01
-7.24120E-06,1.20361E+01
-7.24080E-06,1.21338E+01
-7.24040E-06,1.20361E+01
-7.24000E-06,1.20361E+01
-7.23960E-06,1.21338E+01
-7.23920E-06,1.21338E+01
-7.23880E-06,1.19873E+01
-7.23840E-06,1.21338E+01
-7.23800E-06,1.19873E+01
-7.23760E-06,1.19873E+01
-7.23720E-06,1.19873E+01
-7.23680E-06,1.19873E+01
-7.23640E-06,1.19873E+01
-7.23600E-06,1.18408E+01
-7.23560E-06,1.21338E+01
-7.23520E-06,1.20361E+01
-7.23480E-06,1.19873E+01
-7.23440E-06,1.19873E+01
-7.23400E-06,1.20361E+01
-7.23360E-06,1.20361E+01
-7.23320E-06,1.20361E+01
-7.23280E-06,1.20361E+01
-7.23240E-06,1.18896E+01
-7.23200E-06,1.19873E+01
-7.23160E-06,1.19873E+01
-7.23120E-06,1.21826E+01
-7.23080E-06,1.20850E+01
-7.23040E-06,1.20850E+01
-7.23000E-06,1.18896E+01
-7.22960E-06,1.20361E+01
-7.22920E-06,1.21338E+01
-7.22880E-06,1.20850E+01
-7.22840E-06,1.20361E+01
-7.22800E-06,1.21338E+01
-7.22760E-06,1.20850E+01
-7.22720E-06,1.19873E+01
-7.22680E-06,1.20850E+01
-7.22640E-06,1.20361E+01
-7.22600E-06,1.20850E+01
-7.22560E-06,1.21826E+01
-7.22520E-06,1.21826E+01
-7.22480E-06,1.22314E+01
-7.22440E-06,1.22314E+01
-7.22400E-06,1.19873E+01
-7.22360E-06,1.20361E+01
-7.22320E-06,1.21338E+01
-7.22280E-06,1.21338E+01
-7.22240E-06,1.21338E+01
-7.22200E-06,1.21826E+01
-7.22160E-06,1.20850E+01
-7.22120E-06,1.20850E+01
-7.22080E-06,1.20361E+01
-7.22040E-06,1.20850E+01
-7.22000E-06,1.21826E+01
-7.21960E-06,1.20850E+01
-7.21920E-06,1.22803E+01
-7.21880E-06,1.20361E+01
-7.21840E-06,1.19873E+01
-7.21800E-06,1.20361E+01
-7.21760E-06,1.20850E+01
-7.21720E-06,1.21338E+01
-7.21680E-06,1.20850E+01
-7.21640E-06,1.21338E+01
-7.21600E-06,1.21338E+01
-7.21560E-06,1.20361E+01
-7.21520E-06,1.19873E+01
-7.21480E-06,1.21826E+01
-7.21440E-06,1.20361E+01
-7.21400E-06,1.21826E+01
-7.21360E-06,1.21338E+01
-7.21320E-06,1.21338E+01
-7.21280E-06,1.21338E+01
-7.21240E-06,1.19873E+01
-7.21200E-06,1.20361E+01
-7.21160E-06,1.21338E+01
-7.21120E-06,1.19873E+01
-7.21080E-06,1.20361E+01
-7.21040E-06,1.19873E+01
-7.21000E-06,1.20361E+01
-7.20960E-06,1.20361E+01
-7.20920E-06,1.22803E+01
-7.20880E-06,1.20361E+01
-7.20840E-06,1.21338E+01
-7.20800E-06,1.20361E+01
-7.20760E-06,1.20850E+01
-7.20720E-06,1.20361E+01
-7.20680E-06,1.20850E+01
-7.20640E-06,1.21826E+01
-7.20600E-06,1.21338E+01
-7.20560E-06,1.19873E+01
-7.20520E-06,1.20850E+01
-7.20480E-06,1.20361E+01
-7.20440E-06,1.20361E+01
-7.20400E-06,1.20850E+01
-7.20360E-06,1.20850E+01
-7.20320E-06,1.21338E+01
-7.20280E-06,1.20361E+01
-7.20240E-06,1.18408E+01
-7.20200E-06,1.22314E+01
-7.20160E-06,1.19385E+01
-7.20120E-06,1.20850E+01
-7.20080E-06,1.19873E+01
-7.20040E-06,1.19873E+01
-7.20000E-06,1.20361E+01
-7.19960E-06,1.18896E+01
-7.19920E-06,1.20361E+01
-7.19880E-06,1.18896E+01
-7.19840E-06,1.19873E+01
-7.19800E-06,1.18896E+01
-7.19760E-06,1.19385E+01
-7.19720E-06,1.19873E+01
-7.19680E-06,1.20850E+01
-7.19640E-06,1.19385E+01
-7.19600E-06,1.19385E+01
-7.19560E-06,1.18896E+01
-7.19520E-06,1.18408E+01
-7.19480E-06,1.19385E+01
-7.19440E-06,1.21338E+01
-7.19400E-06,1.18408E+01
-7.19360E-06,1.19385E+01
-7.19320E-06,1.19873E+01
-7.19280E-06,1.19873E+01
-7.19240E-06,1.20361E+01
-7.19200E-06,1.19385E+01
-7.19160E-06,1.18896E+01
-7.19120E-06,1.18408E+01
-7.19080E-06,1.19873E+01
-7.19040E-06,1.20361E+01
-7.19000E-06,1.20850E+01
-7.18960E-06,1.18896E+01
-7.18920E-06,1.19385E+01
-7.18880E-06,1.19873E+01
-7.18840E-06,1.18896E+01
-7.18800E-06,1.20850E+01
-7.18760E-06,1.19873E+01
-7.18720E-06,1.19873E+01
-7.18680E-06,1.19385E+01
-7.18640E-06,1.20850E+01
-7.18600E-06,1.19873E+01
-7.18560E-06,1.20361E+01
-7.18520E-06,1.20361E+01
-7.18480E-06,1.20361E+01
-7.18440E-06,1.19385E+01
-7.18400E-06,1.19385E+01
-7.18360E-06,1.20850E+01
-7.18320E-06,1.19873E+01
-7.18280E-06,1.21338E+01
-7.18240E-06,1.20850E+01
-7.18200E-06,1.19385E+01
-7.18160E-06,1.19873E+01
-7.18120E-06,1.19385E+01
-7.18080E-06,1.21338E+01
-7.18040E-06,1.19873E+01
-7.18000E-06,1.21338E+01
-7.17960E-06,1.20361E+01
-7.17920E-06,1.20850E+01
-7.17880E-06,1.20361E+01
-7.17840E-06,1.20361E+01
-7.17800E-06,1.21826E+01
-7.17760E-06,1.22803E+01
-7.17720E-06,1.21338E+01
-7.17680E-06,1.21826E+01
-7.17640E-06,1.21338E+01
-7.17600E-06,1.20361E+01
-7.17560E-06,1.20361E+01
-7.17520E-06,1.19873E+01
-7.17480E-06,1.20361E+01
-7.17440E-06,1.21338E+01
-7.17400E-06,1.20361E+01
-7.17360E-06,1.21338E+01
-7.17320E-06,1.21338E+01
-7.17280E-06,1.20361E+01
-7.17240E-06,1.20361E+01
-7.17200E-06,1.19873E+01
-7.17160E-06,1.21338E+01
-7.17120E-06,1.21338E+01
-7.17080E-06,1.19873E+01
-7.17040E-06,1.19873E+01
-7.17000E-06,1.19873E+01
-7.16960E-06,1.19873E+01
-7.16920E-06,1.20850E+01
-7.16880E-06,1.20361E+01
-7.16840E-06,1.20850E+01
-7.16800E-06,1.21338E+01
-7.16760E-06,1.20850E+01
-7.16720E-06,1.20361E+01
-7.16680E-06,1.21338E+01
-7.16640E-06,1.20361E+01
-7.16600E-06,1.18896E+01
-7.16560E-06,1.20850E+01
-7.16520E-06,1.20361E+01
-7.16480E-06,1.21338E+01
-7.16440E-06,1.20361E+01
-7.16400E-06,1.20850E+01
-7.16360E-06,1.21826E+01
-7.16320E-06,1.21338E+01
-7.16280E-06,1.21826E+01
-7.16240E-06,1.21826E+01
-7.16200E-06,1.21826E+01
-7.16160E-06,1.21826E+01
-7.16120E-06,1.20850E+01
-7.16080E-06,1.20850E+01
-7.16040E-06,1.21338E+01
-7.16000E-06,1.21826E+01
-7.15960E-06,1.21338E+01
-7.15920E-06,1.20850E+01
-7.15880E-06,1.20850E+01
-7.15840E-06,1.19385E+01
-7.15800E-06,1.20850E+01
-7.15760E-06,1.20361E+01
-7.15720E-06,1.20850E+01
-7.15680E-06,1.21338E+01
-7.15640E-06,1.21338E+01
-7.15600E-06,1.21338E+01
-7.15560E-06,1.20850E+01
-7.15520E-06,1.21826E+01
-7.15480E-06,1.19873E+01
-7.15440E-06,1.21338E+01
-7.15400E-06,1.19873E+01
-7.15360E-06,1.20850E+01
-7.15320E-06,1.18896E+01
-7.15280E-06,1.19873E+01
-7.15240E-06,1.19873E+01
-7.15200E-06,1.18896E+01
-7.15160E-06,1.19385E+01
-7.15120E-06,1.19385E+01
-7.15080E-06,1.21338E+01
-7.15040E-06,1.20361E+01
-7.15000E-06,1.18408E+01
-7.14960E-06,1.19873E+01
-7.14920E-06,1.21338E+01
-7.14880E-06,1.20850E+01
-7.14840E-06,1.19385E+01
-7.14800E-06,1.21338E+01
-7.14760E-06,1.19873E+01
-7.14720E-06,1.19873E+01
-7.14680E-06,1.17920E+01
-7.14640E-06,1.19873E+01
-7.14600E-06,1.20361E+01
-7.14560E-06,1.19873E+01
-7.14520E-06,1.18896E+01
-7.14480E-06,1.19873E+01
-7.14440E-06,1.20361E+01
-7.14400E-06,1.19873E+01
-7.14360E-06,1.18896E+01
-7.14320E-06,1.19873E+01
-7.14280E-06,1.18896E+01
-7.14240E-06,1.20361E+01
-7.14200E-06,1.19873E+01
-7.14160E-06,1.19385E+01
-7.14120E-06,1.19873E+01
-7.14080E-06,1.20361E+01
-7.14040E-06,1.19385E+01
-7.14000E-06,1.18408E+01
-7.13960E-06,1.20850E+01
-7.13920E-06,1.20361E+01
-7.13880E-06,1.19873E+01
-7.13840E-06,1.19873E+01
-7.13800E-06,1.19873E+01
-7.13760E-06,1.19873E+01
-7.13720E-06,1.18896E+01
-7.13680E-06,1.19873E+01
-7.13640E-06,1.21338E+01
-7.13600E-06,1.19873E+01
-7.13560E-06,1.20361E+01
-7.13520E-06,1.20850E+01
-7.13480E-06,1.20850E+01
-7.13440E-06,1.20361E+01
-7.13400E-06,1.19873E+01
-7.13360E-06,1.19873E+01
-7.13320E-06,1.20850E+01
-7.13280E-06,1.19873E+01
-7.13240E-06,1.19385E+01
-7.13200E-06,1.20361E+01
-7.13160E-06,1.20361E+01
-7.13120E-06,1.20361E+01
-7.13080E-06,1.19385E+01
-7.13040E-06,1.19385E+01
-7.13000E-06,1.19873E+01
-7.12960E-06,1.19873E+01
-7.12920E-06,1.19873E+01
-7.12880E-06,1.19873E+01
-7.12840E-06,1.20850E+01
-7.12800E-06,1.21826E+01
-7.12760E-06,1.18408E+01
-7.12720E-06,1.18896E+01
-7.12680E-06,1.19873E+01
-7.12640E-06,1.20361E+01
-7.12600E-06,1.20361E+01
-7.12560E-06,1.20850E+01
-7.12520E-06,1.21338E+01
-7.12480E-06,1.19385E+01
-7.12440E-06,1.20850E+01
-7.12400E-06,1.21826E+01
-7.12360E-06,1.20361E+01
-7.12320E-06,1.21826E+01
-7.12280E-06,1.19873E+01
-7.12240E-06,1.20850E+01
-7.12200E-06,1.20361E+01
-7.12160E-06,1.20850E+01
-7.12120E-06,1.21338E+01
-7.12080E-06,1.20850E+01
-7.12040E-06,1.19873E+01
-7.12000E-06,1.19873E+01
-7.11960E-06,1.19873E+01
-7.11920E-06,1.19873E+01
-7.11880E-06,1.21338E+01
-7.11840E-06,1.20850E+01
-7.11800E-06,1.21826E+01
-7.11760E-06,1.20850E+01
-7.11720E-06,1.20361E+01
-7.11680E-06,1.19873E+01
-7.11640E-06,1.20850E+01
-7.11600E-06,1.20361E+01
-7.11560E-06,1.21338E+01
-7.11520E-06,1.21338E+01
-7.11480E-06,1.20361E+01
-7.11440E-06,1.20850E+01
-7.11400E-06,1.21338E+01
-7.11360E-06,1.19873E+01
-7.11320E-06,1.19873E+01
-7.11280E-06,1.20850E+01
-7.11240E-06,1.21338E+01
-7.11200E-06,1.19873E+01
-7.11160E-06,1.18896E+01
