in s,C1 in V
2.04000E-07,1.12061E+01
2.04400E-07,1.12061E+01
2.04800E-07,1.10107E+01
2.05200E-07,1.11572E+01
2.05600E-07,1.12549E+01
2.06000E-07,1.12549E+01
2.06400E-07,1.10596E+01
2.06800E-07,1.12061E+01
2.07200E-07,1.12061E+01
2.07600E-07,1.11084E+01
2.08000E-07,1.12549E+01
2.08400E-07,1.11572E+01
2.08800E-07,1.11084E+01
2.09200E-07,1.13037E+01
2.09600E-07,1.11572E+01
2.10000E-07,1.11572E+01
2.10400E-07,1.11572E+01
2.10800E-07,1.12061E+01
2.11200E-07,1.12061E+01
2.11600E-07,1.11572E+01
2.12000E-07,1.11572E+01
2.12400E-07,1.13037E+01
2.12800E-07,1.11084E+01
2.13200E-07,1.13037E+01
2.13600E-07,1.11572E+01
2.14000E-07,1.12061E+01
2.14400E-07,1.13037E+01
2.14800E-07,1.12549E+01
2.15200E-07,1.12549E+01
2.15600E-07,1.12549E+01
2.16000E-07,1.12061E+01
2.16400E-07,1.12061E+01
2.16800E-07,1.11084E+01
2.17200E-07,1.12549E+01
2.17600E-07,1.11572E+01
2.18000E-07,1.13525E+01
2.18400E-07,1.11084E+01
2.18800E-07,1.13037E+01
2.19200E-07,1.11572E+01
2.19600E-07,1.12549E+01
2.20000E-07,1.12549E+01
2.20400E-07,1.12061E+01
2.20800E-07,1.13525E+01
2.21200E-07,1.13037E+01
2.21600E-07,1.12549E+01
2.22000E-07,1.12549E+01
2.22400E-07,1.12549E+01
2.22800E-07,1.12549E+01
2.23200E-07,1.11572E+01
2.23600E-07,1.13525E+01
2.24000E-07,1.12061E+01
2.24400E-07,1.13037E+01
2.24800E-07,1.13525E+01
2.25200E-07,1.14014E+01
2.25600E-07,1.12061E+01
2.26000E-07,1.13037E+01
2.26400E-07,1.12549E+01
2.26800E-07,1.11572E+01
2.27200E-07,1.11084E+01
2.27600E-07,1.14014E+01
2.28000E-07,1.13037E+01
2.28400E-07,1.13525E+01
2.28800E-07,1.13037E+01
2.29200E-07,1.12549E+01
2.29600E-07,1.12549E+01
2.30000E-07,1.12061E+01
2.30400E-07,1.11084E+01
2.30800E-07,1.12549E+01
2.31200E-07,1.11084E+01
2.31600E-07,1.12549E+01
2.32000E-07,1.10596E+01
2.32400E-07,1.12549E+01
2.32800E-07,1.12549E+01
2.33200E-07,1.11572E+01
2.33600E-07,1.12549E+01
2.34000E-07,1.12549E+01
2.34400E-07,1.13037E+01
2.34800E-07,1.14014E+01
2.35200E-07,1.12549E+01
2.35600E-07,1.13037E+01
2.36000E-07,1.12549E+01
2.36400E-07,1.11572E+01
2.36800E-07,1.11572E+01
2.37200E-07,1.13525E+01
2.37600E-07,1.12549E+01
2.38000E-07,1.14502E+01
2.38400E-07,1.14502E+01
2.38800E-07,1.13037E+01
2.39200E-07,1.14014E+01
2.39600E-07,1.13525E+01
2.40000E-07,1.13037E+01
2.40400E-07,1.14014E+01
2.40800E-07,1.13037E+01
2.41200E-07,1.13525E+01
2.41600E-07,1.14502E+01
2.42000E-07,1.14014E+01
2.42400E-07,1.14014E+01
2.42800E-07,1.14014E+01
2.43200E-07,1.12549E+01
2.43600E-07,1.14014E+01
2.44000E-07,1.11572E+01
2.44400E-07,1.13037E+01
2.44800E-07,1.12549E+01
2.45200E-07,1.13037E+01
2.45600E-07,1.13037E+01
2.46000E-07,1.13037E+01
2.46400E-07,1.14014E+01
2.46800E-07,1.14502E+01
2.47200E-07,1.14502E+01
2.47600E-07,1.13037E+01
2.48000E-07,1.13525E+01
2.48400E-07,1.13525E+01
2.48800E-07,1.14502E+01
2.49200E-07,1.14990E+01
2.49600E-07,1.14014E+01
2.50000E-07,1.14014E+01
2.50400E-07,1.14502E+01
2.50800E-07,1.15479E+01
2.51200E-07,1.13525E+01
2.51600E-07,1.14502E+01
2.52000E-07,1.14014E+01
2.52400E-07,1.14502E+01
2.52800E-07,1.14990E+01
2.53200E-07,1.13037E+01
2.53600E-07,1.14502E+01
2.54000E-07,1.14014E+01
2.54400E-07,1.15967E+01
2.54800E-07,1.14990E+01
2.55200E-07,1.15967E+01
2.55600E-07,1.15967E+01
2.56000E-07,1.14014E+01
2.56400E-07,1.14502E+01
2.56800E-07,1.13525E+01
2.57200E-07,1.14502E+01
2.57600E-07,1.14014E+01
2.58000E-07,1.14502E+01
2.58400E-07,1.16455E+01
2.58800E-07,1.15967E+01
2.59200E-07,1.14502E+01
2.59600E-07,1.15479E+01
2.60000E-07,1.16455E+01
2.60400E-07,1.15967E+01
2.60800E-07,1.14990E+01
2.61200E-07,1.15967E+01
2.61600E-07,1.14014E+01
2.62000E-07,1.14990E+01
2.62400E-07,1.14014E+01
2.62800E-07,1.15967E+01
2.63200E-07,1.14502E+01
2.63600E-07,1.16943E+01
2.64000E-07,1.16455E+01
2.64400E-07,1.15967E+01
2.64800E-07,1.14502E+01
2.65200E-07,1.14502E+01
2.65600E-07,1.14990E+01
2.66000E-07,1.14502E+01
2.66400E-07,1.15967E+01
2.66800E-07,1.15967E+01
2.67200E-07,1.15967E+01
2.67600E-07,1.16455E+01
2.68000E-07,1.16943E+01
2.68400E-07,1.14502E+01
2.68800E-07,1.14502E+01
2.69200E-07,1.16455E+01
2.69600E-07,1.14990E+01
2.70000E-07,1.14990E+01
2.70400E-07,1.13525E+01
2.70800E-07,1.15967E+01
2.71200E-07,1.14990E+01
2.71600E-07,1.15967E+01
2.72000E-07,1.15479E+01
2.72400E-07,1.14502E+01
2.72800E-07,1.14990E+01
2.73200E-07,1.14502E+01
2.73600E-07,1.15967E+01
2.74000E-07,1.15967E+01
2.74400E-07,1.14990E+01
2.74800E-07,1.16455E+01
2.75200E-07,1.15967E+01
2.75600E-07,1.14990E+01
2.76000E-07,1.14990E+01
2.76400E-07,1.14990E+01
2.76800E-07,1.15479E+01
2.77200E-07,1.15479E+01
2.77600E-07,1.15967E+01
2.78000E-07,1.15967E+01
2.78400E-07,1.14502E+01
2.78800E-07,1.15479E+01
2.79200E-07,1.16455E+01
2.79600E-07,1.15967E+01
2.80000E-07,1.15967E+01
2.80400E-07,1.14502E+01
2.80800E-07,1.14502E+01
2.81200E-07,1.14990E+01
2.81600E-07,1.14014E+01
2.82000E-07,1.15479E+01
2.82400E-07,1.14502E+01
2.82800E-07,1.15967E+01
2.83200E-07,1.14990E+01
2.83600E-07,1.15479E+01
2.84000E-07,1.14990E+01
2.84400E-07,1.14990E+01
2.84800E-07,1.14502E+01
2.85200E-07,1.14990E+01
2.85600E-07,1.14014E+01
2.86000E-07,1.14502E+01
2.86400E-07,1.14990E+01
2.86800E-07,1.15479E+01
2.87200E-07,1.14990E+01
2.87600E-07,1.15479E+01
2.88000E-07,1.15967E+01
2.88400E-07,1.15967E+01
2.88800E-07,1.14014E+01
2.89200E-07,1.16455E+01
2.89600E-07,1.14990E+01
2.90000E-07,1.16943E+01
2.90400E-07,1.16455E+01
2.90800E-07,1.14990E+01
2.91200E-07,1.14502E+01
2.91600E-07,1.15967E+01
2.92000E-07,1.15967E+01
2.92400E-07,1.16455E+01
2.92800E-07,1.16455E+01
2.93200E-07,1.14502E+01
2.93600E-07,1.16455E+01
2.94000E-07,1.14990E+01
2.94400E-07,1.14502E+01
2.94800E-07,1.14502E+01
2.95200E-07,1.14990E+01
2.95600E-07,1.17920E+01
2.96000E-07,1.15967E+01
2.96400E-07,1.16943E+01
2.96800E-07,1.15479E+01
2.97200E-07,1.15967E+01
2.97600E-07,1.14990E+01
2.98000E-07,1.16455E+01
2.98400E-07,1.15479E+01
2.98800E-07,1.16455E+01
2.99200E-07,1.15479E+01
2.99600E-07,1.16455E+01
3.00000E-07,1.16455E+01
3.00400E-07,1.15967E+01
3.00800E-07,1.14502E+01
3.01200E-07,1.16455E+01
3.01600E-07,1.16455E+01
3.02000E-07,1.16943E+01
3.02400E-07,1.16455E+01
3.02800E-07,1.16455E+01
3.03200E-07,1.16455E+01
3.03600E-07,1.17920E+01
3.04000E-07,1.17432E+01
3.04400E-07,1.16455E+01
3.04800E-07,1.16943E+01
3.05200E-07,1.17920E+01
3.05600E-07,1.14014E+01
3.06000E-07,1.14990E+01
3.06400E-07,1.15479E+01
3.06800E-07,1.15479E+01
3.07200E-07,1.14990E+01
3.07600E-07,1.17920E+01
3.08000E-07,1.15479E+01
3.08400E-07,1.16455E+01
3.08800E-07,1.15479E+01
3.09200E-07,1.16455E+01
3.09600E-07,1.14990E+01
3.10000E-07,1.16455E+01
3.10400E-07,1.16943E+01
3.10800E-07,1.17920E+01
3.11200E-07,1.15967E+01
3.11600E-07,1.14990E+01
3.12000E-07,1.15967E+01
3.12400E-07,1.16943E+01
3.12800E-07,1.17432E+01
3.13200E-07,1.16943E+01
3.13600E-07,1.16943E+01
3.14000E-07,1.16943E+01
3.14400E-07,1.16943E+01
3.14800E-07,1.17920E+01
3.15200E-07,1.16455E+01
3.15600E-07,1.16943E+01
3.16000E-07,1.17432E+01
3.16400E-07,1.16455E+01
3.16800E-07,1.18896E+01
3.17200E-07,1.16943E+01
3.17600E-07,1.16943E+01
3.18000E-07,1.16455E+01
3.18400E-07,1.15479E+01
3.18800E-07,1.14990E+01
3.19200E-07,1.17432E+01
3.19600E-07,1.17920E+01
3.20000E-07,1.16455E+01
3.20400E-07,1.19385E+01
3.20800E-07,1.16455E+01
3.21200E-07,1.18408E+01
3.21600E-07,1.15967E+01
3.22000E-07,1.17920E+01
3.22400E-07,1.17432E+01
3.22800E-07,1.17920E+01
3.23200E-07,1.15479E+01
3.23600E-07,1.17920E+01
3.24000E-07,1.17432E+01
3.24400E-07,1.16943E+01
3.24800E-07,1.17432E+01
3.25200E-07,1.16943E+01
3.25600E-07,1.16943E+01
3.26000E-07,1.16455E+01
3.26400E-07,1.16943E+01
3.26800E-07,1.16455E+01
3.27200E-07,1.16455E+01
3.27600E-07,1.16943E+01
3.28000E-07,1.17432E+01
3.28400E-07,1.15967E+01
3.28800E-07,1.16455E+01
3.29200E-07,1.16455E+01
3.29600E-07,1.16455E+01
3.30000E-07,1.16455E+01
3.30400E-07,1.16455E+01
3.30800E-07,1.16943E+01
3.31200E-07,1.16943E+01
3.31600E-07,1.16943E+01
3.32000E-07,1.15479E+01
3.32400E-07,1.15967E+01
3.32800E-07,1.16455E+01
3.33200E-07,1.16943E+01
3.33600E-07,1.16455E+01
3.34000E-07,1.18408E+01
3.34400E-07,1.16943E+01
3.34800E-07,1.16943E+01
3.35200E-07,1.17432E+01
3.35600E-07,1.16943E+01
3.36000E-07,1.15479E+01
3.36400E-07,1.15967E+01
3.36800E-07,1.14990E+01
3.37200E-07,1.15967E+01
3.37600E-07,1.15479E+01
3.38000E-07,1.16455E+01
3.38400E-07,1.16455E+01
3.38800E-07,1.16943E+01
3.39200E-07,1.15479E+01
3.39600E-07,1.17432E+01
3.40000E-07,1.16455E+01
3.40400E-07,1.16943E+01
3.40800E-07,1.15967E+01
3.41200E-07,1.17432E+01
3.41600E-07,1.16455E+01
3.42000E-07,1.15967E+01
3.42400E-07,1.16943E+01
3.42800E-07,1.17432E+01
3.43200E-07,1.16455E+01
3.43600E-07,1.16455E+01
3.44000E-07,1.16455E+01
3.44400E-07,1.16455E+01
3.44800E-07,1.16943E+01
3.45200E-07,1.16943E+01
3.45600E-07,1.18408E+01
3.46000E-07,1.18896E+01
3.46400E-07,1.17920E+01
3.46800E-07,1.17920E+01
3.47200E-07,1.18408E+01
3.47600E-07,1.17920E+01
3.48000E-07,1.17920E+01
3.48400E-07,1.15967E+01
3.48800E-07,1.14990E+01
3.49200E-07,1.17432E+01
3.49600E-07,1.17920E+01
3.50000E-07,1.17920E+01
3.50400E-07,1.17920E+01
3.50800E-07,1.17920E+01
3.51200E-07,1.16943E+01
3.51600E-07,1.18408E+01
3.52000E-07,1.17920E+01
3.52400E-07,1.16943E+01
3.52800E-07,1.18896E+01
3.53200E-07,1.18408E+01
3.53600E-07,1.17920E+01
3.54000E-07,1.17432E+01
3.54400E-07,1.18408E+01
3.54800E-07,1.19385E+01
3.55200E-07,1.17920E+01
3.55600E-07,1.18408E+01
3.56000E-07,1.18408E+01
3.56400E-07,1.17920E+01
3.56800E-07,1.18408E+01
3.57200E-07,1.17920E+01
3.57600E-07,1.18408E+01
3.58000E-07,1.18408E+01
3.58400E-07,1.18408E+01
3.58800E-07,1.18408E+01
3.59200E-07,1.18408E+01
3.59600E-07,1.19873E+01
3.60000E-07,1.17920E+01
3.60400E-07,1.18896E+01
3.60800E-07,1.19873E+01
3.61200E-07,1.18896E+01
3.61600E-07,1.18408E+01
3.62000E-07,1.19385E+01
3.62400E-07,1.18408E+01
3.62800E-07,1.18896E+01
3.63200E-07,1.18408E+01
3.63600E-07,1.18408E+01
3.64000E-07,1.20361E+01
3.64400E-07,1.19385E+01
3.64800E-07,1.17920E+01
3.65200E-07,1.18408E+01
3.65600E-07,1.18408E+01
3.66000E-07,1.19873E+01
3.66400E-07,1.18408E+01
3.66800E-07,1.17920E+01
3.67200E-07,1.18896E+01
3.67600E-07,1.18896E+01
3.68000E-07,1.18408E+01
3.68400E-07,1.18408E+01
3.68800E-07,1.17920E+01
3.69200E-07,1.19385E+01
3.69600E-07,1.16943E+01
3.70000E-07,1.17920E+01
3.70400E-07,1.18408E+01
3.70800E-07,1.17920E+01
3.71200E-07,1.17432E+01
3.71600E-07,1.17920E+01
3.72000E-07,1.16943E+01
3.72400E-07,1.18408E+01
3.72800E-07,1.18896E+01
3.73200E-07,1.19873E+01
3.73600E-07,1.18408E+01
3.74000E-07,1.17920E+01
3.74400E-07,1.17432E+01
3.74800E-07,1.18408E+01
3.75200E-07,1.18408E+01
3.75600E-07,1.17432E+01
3.76000E-07,1.16943E+01
3.76400E-07,1.16943E+01
3.76800E-07,1.18408E+01
3.77200E-07,1.17920E+01
3.77600E-07,1.17920E+01
3.78000E-07,1.17920E+01
3.78400E-07,1.17920E+01
3.78800E-07,1.18896E+01
3.79200E-07,1.16455E+01
3.79600E-07,1.17432E+01
3.80000E-07,1.19873E+01
3.80400E-07,1.17432E+01
3.80800E-07,1.16943E+01
3.81200E-07,1.19385E+01
3.81600E-07,1.16943E+01
3.82000E-07,1.18408E+01
3.82400E-07,1.17920E+01
3.82800E-07,1.17920E+01
3.83200E-07,1.16943E+01
3.83600E-07,1.17920E+01
3.84000E-07,1.16943E+01
3.84400E-07,1.17920E+01
3.84800E-07,1.17432E+01
3.85200E-07,1.17432E+01
3.85600E-07,1.16943E+01
3.86000E-07,1.18408E+01
3.86400E-07,1.18408E+01
3.86800E-07,1.18408E+01
3.87200E-07,1.18408E+01
3.87600E-07,1.16455E+01
3.88000E-07,1.18408E+01
3.88400E-07,1.18896E+01
3.88800E-07,1.17920E+01
3.89200E-07,1.17920E+01
3.89600E-07,1.17432E+01
3.90000E-07,1.17920E+01
3.90400E-07,1.17432E+01
3.90800E-07,1.19385E+01
3.91200E-07,1.18408E+01
3.91600E-07,1.18896E+01
3.92000E-07,1.17920E+01
3.92400E-07,1.17920E+01
3.92800E-07,1.17920E+01
3.93200E-07,1.19873E+01
3.93600E-07,1.18408E+01
3.94000E-07,1.18408E+01
3.94400E-07,1.18408E+01
3.94800E-07,1.19385E+01
3.95200E-07,1.16943E+01
3.95600E-07,1.18408E+01
3.96000E-07,1.17432E+01
3.96400E-07,1.18408E+01
3.96800E-07,1.19385E+01
3.97200E-07,1.19385E+01
3.97600E-07,1.19385E+01
3.98000E-07,1.18408E+01
3.98400E-07,1.17432E+01
3.98800E-07,1.19385E+01
3.99200E-07,1.18896E+01
3.99600E-07,1.17920E+01
4.00000E-07,1.17920E+01
4.00400E-07,1.19385E+01
4.00800E-07,1.19385E+01
4.01200E-07,1.17432E+01
4.01600E-07,1.19385E+01
4.02000E-07,1.19385E+01
4.02400E-07,1.18896E+01
4.02800E-07,1.19873E+01
4.03200E-07,1.18896E+01
4.03600E-07,1.18408E+01
4.04000E-07,1.18408E+01
4.04400E-07,1.18896E+01
4.04800E-07,1.16943E+01
4.05200E-07,1.18896E+01
4.05600E-07,1.19385E+01
4.06000E-07,1.19873E+01
4.06400E-07,1.19385E+01
4.06800E-07,1.19385E+01
4.07200E-07,1.19385E+01
4.07600E-07,1.19385E+01
4.08000E-07,1.19385E+01
4.08400E-07,1.19873E+01
4.08800E-07,1.19385E+01
4.09200E-07,1.18408E+01
4.09600E-07,1.19873E+01
4.10000E-07,1.18896E+01
4.10400E-07,1.19873E+01
4.10800E-07,1.19873E+01
4.11200E-07,1.16943E+01
4.11600E-07,1.18408E+01
4.12000E-07,1.19873E+01
4.12400E-07,1.18408E+01
4.12800E-07,1.18896E+01
4.13200E-07,1.19385E+01
4.13600E-07,1.18408E+01
4.14000E-07,1.19873E+01
4.14400E-07,1.19385E+01
4.14800E-07,1.20850E+01
4.15200E-07,1.20850E+01
4.15600E-07,1.18408E+01
4.16000E-07,1.18408E+01
4.16400E-07,1.19385E+01
4.16800E-07,1.17920E+01
4.17200E-07,1.19873E+01
4.17600E-07,1.19385E+01
4.18000E-07,1.19873E+01
4.18400E-07,1.19385E+01
4.18800E-07,1.19873E+01
4.19200E-07,1.18408E+01
4.19600E-07,1.18408E+01
4.20000E-07,1.18408E+01
4.20400E-07,1.17920E+01
4.20800E-07,1.18408E+01
4.21200E-07,1.18896E+01
4.21600E-07,1.19385E+01
4.22000E-07,1.18896E+01
4.22400E-07,1.18896E+01
4.22800E-07,1.18408E+01
4.23200E-07,1.19873E+01
4.23600E-07,1.18408E+01
4.24000E-07,1.18408E+01
4.24400E-07,1.18408E+01
4.24800E-07,1.19385E+01
4.25200E-07,1.16943E+01
4.25600E-07,1.17920E+01
4.26000E-07,1.18408E+01
4.26400E-07,1.17920E+01
4.26800E-07,1.18408E+01
4.27200E-07,1.18408E+01
4.27600E-07,1.18896E+01
4.28000E-07,1.19873E+01
4.28400E-07,1.18896E+01
4.28800E-07,1.17920E+01
4.29200E-07,1.18896E+01
4.29600E-07,1.18408E+01
4.30000E-07,1.18408E+01
4.30400E-07,1.18408E+01
4.30800E-07,1.18408E+01
4.31200E-07,1.17920E+01
4.31600E-07,1.17920E+01
4.32000E-07,1.16943E+01
4.32400E-07,1.17432E+01
4.32800E-07,1.17920E+01
4.33200E-07,1.18408E+01
4.33600E-07,1.18408E+01
4.34000E-07,1.17920E+01
4.34400E-07,1.17432E+01
4.34800E-07,1.18408E+01
4.35200E-07,1.17920E+01
4.35600E-07,1.18408E+01
4.36000E-07,1.17432E+01
4.36400E-07,1.17920E+01
4.36800E-07,1.16943E+01
4.37200E-07,1.18408E+01
4.37600E-07,1.18408E+01
4.38000E-07,1.18408E+01
4.38400E-07,1.18408E+01
4.38800E-07,1.18408E+01
4.39200E-07,1.17920E+01
4.39600E-07,1.19873E+01
4.40000E-07,1.18896E+01
4.40400E-07,1.18896E+01
4.40800E-07,1.20850E+01
4.41200E-07,1.18896E+01
4.41600E-07,1.19873E+01
4.42000E-07,1.20361E+01
4.42400E-07,1.19873E+01
4.42800E-07,1.20361E+01
4.43200E-07,1.17920E+01
4.43600E-07,1.19385E+01
4.44000E-07,1.17920E+01
4.44400E-07,1.18408E+01
4.44800E-07,1.19385E+01
4.45200E-07,1.17432E+01
4.45600E-07,1.18896E+01
4.46000E-07,1.19873E+01
4.46400E-07,1.18408E+01
4.46800E-07,1.19385E+01
4.47200E-07,1.20361E+01
4.47600E-07,1.18896E+01
4.48000E-07,1.18896E+01
4.48400E-07,1.19873E+01
4.48800E-07,1.18408E+01
4.49200E-07,1.18408E+01
4.49600E-07,1.19385E+01
4.50000E-07,1.20850E+01
4.50400E-07,1.21338E+01
4.50800E-07,1.18896E+01
4.51200E-07,1.17432E+01
4.51600E-07,1.18408E+01
4.52000E-07,1.18896E+01
4.52400E-07,1.19873E+01
4.52800E-07,1.19385E+01
4.53200E-07,1.19873E+01
4.53600E-07,1.19873E+01
4.54000E-07,1.20361E+01
4.54400E-07,1.20361E+01
4.54800E-07,1.20361E+01
4.55200E-07,1.19873E+01
4.55600E-07,1.20361E+01
4.56000E-07,1.18408E+01
4.56400E-07,1.19385E+01
4.56800E-07,1.19385E+01
4.57200E-07,1.20361E+01
4.57600E-07,1.20361E+01
4.58000E-07,1.19873E+01
4.58400E-07,1.20361E+01
4.58800E-07,1.20361E+01
4.59200E-07,1.20361E+01
4.59600E-07,1.20850E+01
4.60000E-07,1.18896E+01
4.60400E-07,1.18408E+01
4.60800E-07,1.19385E+01
4.61200E-07,1.19385E+01
4.61600E-07,1.18408E+01
4.62000E-07,1.18896E+01
4.62400E-07,1.16943E+01
4.62800E-07,1.19873E+01
4.63200E-07,1.19873E+01
4.63600E-07,1.19385E+01
4.64000E-07,1.18896E+01
4.64400E-07,1.19873E+01
4.64800E-07,1.19385E+01
4.65200E-07,1.18896E+01
4.65600E-07,1.18896E+01
4.66000E-07,1.20361E+01
4.66400E-07,1.19385E+01
4.66800E-07,1.18408E+01
4.67200E-07,1.18896E+01
4.67600E-07,1.18896E+01
4.68000E-07,1.18896E+01
4.68400E-07,1.18408E+01
4.68800E-07,1.17920E+01
4.69200E-07,1.18408E+01
4.69600E-07,1.18408E+01
4.70000E-07,1.19385E+01
4.70400E-07,1.18408E+01
4.70800E-07,1.17432E+01
4.71200E-07,1.19385E+01
4.71600E-07,1.19873E+01
4.72000E-07,1.18896E+01
4.72400E-07,1.17432E+01
4.72800E-07,1.18408E+01
4.73200E-07,1.17432E+01
4.73600E-07,1.19385E+01
4.74000E-07,1.18896E+01
4.74400E-07,1.17920E+01
4.74800E-07,1.19385E+01
4.75200E-07,1.18408E+01
4.75600E-07,1.17920E+01
4.76000E-07,1.18408E+01
4.76400E-07,1.17920E+01
4.76800E-07,1.18896E+01
4.77200E-07,1.18896E+01
4.77600E-07,1.19385E+01
4.78000E-07,1.18408E+01
4.78400E-07,1.18408E+01
4.78800E-07,1.18408E+01
4.79200E-07,1.19873E+01
4.79600E-07,1.17432E+01
4.80000E-07,1.17920E+01
4.80400E-07,1.19385E+01
4.80800E-07,1.19873E+01
4.81200E-07,1.19873E+01
4.81600E-07,1.18408E+01
4.82000E-07,1.19385E+01
4.82400E-07,1.19873E+01
4.82800E-07,1.17920E+01
4.83200E-07,1.18896E+01
4.83600E-07,1.17920E+01
4.84000E-07,1.18896E+01
4.84400E-07,1.18896E+01
4.84800E-07,1.19385E+01
4.85200E-07,1.18408E+01
4.85600E-07,1.18408E+01
4.86000E-07,1.16943E+01
4.86400E-07,1.18408E+01
4.86800E-07,1.19385E+01
4.87200E-07,1.19873E+01
4.87600E-07,1.19873E+01
4.88000E-07,1.19385E+01
4.88400E-07,1.19385E+01
4.88800E-07,1.19385E+01
4.89200E-07,1.18896E+01
4.89600E-07,1.15967E+01
4.90000E-07,1.17920E+01
4.90400E-07,1.18896E+01
4.90800E-07,1.19385E+01
4.91200E-07,1.18408E+01
4.91600E-07,1.19873E+01
4.92000E-07,1.20361E+01
4.92400E-07,1.19873E+01
4.92800E-07,1.19385E+01
4.93200E-07,1.20361E+01
4.93600E-07,1.18408E+01
4.94000E-07,1.18408E+01
4.94400E-07,1.18896E+01
4.94800E-07,1.18896E+01
4.95200E-07,1.19873E+01
4.95600E-07,1.20361E+01
4.96000E-07,1.20850E+01
4.96400E-07,1.18896E+01
4.96800E-07,1.20361E+01
4.97200E-07,1.20361E+01
4.97600E-07,1.19873E+01
4.98000E-07,1.18408E+01
4.98400E-07,1.19873E+01
4.98800E-07,1.18896E+01
4.99200E-07,1.18896E+01
4.99600E-07,1.21338E+01
5.00000E-07,1.20850E+01
5.00400E-07,1.19873E+01
5.00800E-07,1.20361E+01
5.01200E-07,1.19873E+01
5.01600E-07,1.19873E+01
5.02000E-07,1.19873E+01
5.02400E-07,1.19385E+01
5.02800E-07,1.18408E+01
5.03200E-07,1.18896E+01
5.03600E-07,1.18896E+01
5.04000E-07,1.20361E+01
5.04400E-07,1.18896E+01
5.04800E-07,1.19873E+01
5.05200E-07,1.20850E+01
5.05600E-07,1.19873E+01
5.06000E-07,1.20850E+01
5.06400E-07,1.19385E+01
5.06800E-07,1.19873E+01
5.07200E-07,1.17920E+01
5.07600E-07,1.19873E+01
5.08000E-07,1.19873E+01
5.08400E-07,1.18408E+01
5.08800E-07,1.18408E+01
5.09200E-07,1.20850E+01
5.09600E-07,1.19873E+01
5.10000E-07,1.18408E+01
5.10400E-07,1.21338E+01
5.10800E-07,1.20361E+01
5.11200E-07,1.20850E+01
5.11600E-07,1.21338E+01
5.12000E-07,1.19873E+01
5.12400E-07,1.20850E+01
5.12800E-07,1.19385E+01
5.13200E-07,1.19385E+01
5.13600E-07,1.19385E+01
5.14000E-07,1.20361E+01
5.14400E-07,1.19873E+01
5.14800E-07,1.19873E+01
5.15200E-07,1.19385E+01
5.15600E-07,1.18896E+01
5.16000E-07,1.20361E+01
5.16400E-07,1.20361E+01
5.16800E-07,1.20850E+01
5.17200E-07,1.19873E+01
5.17600E-07,1.20361E+01
5.18000E-07,1.20850E+01
5.18400E-07,1.20361E+01
5.18800E-07,1.20361E+01
5.19200E-07,1.18896E+01
5.19600E-07,1.19873E+01
5.20000E-07,1.18896E+01
5.20400E-07,1.19385E+01
5.20800E-07,1.18896E+01
5.21200E-07,1.18408E+01
5.21600E-07,1.18408E+01
5.22000E-07,1.18408E+01
5.22400E-07,1.20361E+01
5.22800E-07,1.18408E+01
5.23200E-07,1.18896E+01
5.23600E-07,1.19873E+01
5.24000E-07,1.18408E+01
5.24400E-07,1.18896E+01
5.24800E-07,1.20850E+01
5.25200E-07,1.20361E+01
5.25600E-07,1.19385E+01
5.26000E-07,1.19873E+01
5.26400E-07,1.18408E+01
5.26800E-07,1.19873E+01
5.27200E-07,1.18896E+01
5.27600E-07,1.20361E+01
5.28000E-07,1.19873E+01
5.28400E-07,1.18896E+01
5.28800E-07,1.18896E+01
5.29200E-07,1.19385E+01
5.29600E-07,1.19385E+01
5.30000E-07,1.18408E+01
5.30400E-07,1.19873E+01
5.30800E-07,1.18408E+01
5.31200E-07,1.19385E+01
5.31600E-07,1.18896E+01
5.32000E-07,1.19385E+01
5.32400E-07,1.18408E+01
5.32800E-07,1.18408E+01
5.33200E-07,1.19385E+01
5.33600E-07,1.18408E+01
5.34000E-07,1.19385E+01
5.34400E-07,1.19385E+01
5.34800E-07,1.18896E+01
5.35200E-07,1.18896E+01
5.35600E-07,1.18896E+01
5.36000E-07,1.16455E+01
5.36400E-07,1.18896E+01
5.36800E-07,1.19385E+01
5.37200E-07,1.18408E+01
5.37600E-07,1.18896E+01
5.38000E-07,1.19873E+01
5.38400E-07,1.18896E+01
5.38800E-07,1.20361E+01
5.39200E-07,1.19873E+01
5.39600E-07,1.18896E+01
5.40000E-07,1.17432E+01
5.40400E-07,1.18896E+01
5.40800E-07,1.18408E+01
5.41200E-07,1.18408E+01
5.41600E-07,1.18408E+01
5.42000E-07,1.19385E+01
5.42400E-07,1.19873E+01
5.42800E-07,1.19873E+01
5.43200E-07,1.19873E+01
5.43600E-07,1.18896E+01
5.44000E-07,1.18896E+01
5.44400E-07,1.19873E+01
5.44800E-07,1.19873E+01
5.45200E-07,1.19873E+01
5.45600E-07,1.19873E+01
5.46000E-07,1.21338E+01
5.46400E-07,1.19873E+01
5.46800E-07,1.20361E+01
5.47200E-07,1.18896E+01
5.47600E-07,1.19873E+01
5.48000E-07,1.19873E+01
5.48400E-07,1.18896E+01
5.48800E-07,1.19873E+01
5.49200E-07,1.19385E+01
5.49600E-07,1.20361E+01
5.50000E-07,1.19385E+01
5.50400E-07,1.20850E+01
5.50800E-07,1.18408E+01
5.51200E-07,1.18408E+01
5.51600E-07,1.19873E+01
5.52000E-07,1.19385E+01
5.52400E-07,1.19873E+01
5.52800E-07,1.18896E+01
5.53200E-07,1.18896E+01
